id	source	experiment	personality	mr	pred_text	has_error	error_details
seq_features_token_model7_012	seq2seq	features_token_model7	CONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[fast_food], priceRange[moderate], area[_area_variable_], familyFriendly[no], near[nearVariable]	you want to know more about namevariable ? well , i see it is a fast food restaurant in _area_variable_ near nearvariable and moderately priced and it is a pub , also it is n't kid friendly .		
seq_token_supervision_model27_022	seq2seq	token_supervision_model27	DISAGREEABLE	name[nameVariable], eatType[restaurant], food[Indian], priceRange[high], area[_area_variable_], familyFriendly[no], near[nearVariable]	namevariable is expensive , also it 's an indian place . it is near nearvariable . it 's a restaurant . it is n't kid friendly . it is in _area_variable_ .		
llm_exp5_006	llm	exp5	CONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[Japanese], area[riverside], familyFriendly[yes], near[nearVariable]	Let's see what we can find on nameVariable. I see, well it is a Japanese place near nearVariable, and it is a pub that's kid friendly and it is somewhat in riverside.		
seq_features_guide_model1_013	seq2seq	features_guide_model1	CONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], customerRating[excellent], familyFriendly[no], near[nearVariable]	let 's see what we can find on namevariable . well , i see it is sort of near nearvariable with a excellent rating , also it is a restaurant , and it is n't kid friendly .		
seq_features_token_model7_013	seq2seq	features_token_model7	DISAGREEABLE	name[nameVariable], eatType[restaurant], food[Indian], priceRange[high], area[_area_variable_], familyFriendly[yes], near[nearVariable]	namevariable is an indian place and damn expensive . it is a restaurant and it is kid friendly . it is in _area_variable_ . it is near nearvariable .		
seq_token_supervision_model27_023	seq2seq	token_supervision_model27	AGREEABLE	name[nameVariable], eatType[pub], food[English], area[_area_variable_], familyFriendly[yes], near[nearVariable]	let 's see what we can find on namevariable . right , it is a pub , also it is an english restaurant near nearvariable and rather kid friendly in _area_variable_ , you know , you see ?		
llm_exp8_007	llm	exp8	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[pub], area[city centre]	Oh man, I don't really know, buddy. nameVariable is a damn pub right in the city centre area.		
llm_exp3_010	llm	exp3	AGREEABLE	name[nameVariable], eatType[restaurant], food[French], priceRange[20-25], area[riverside], familyFriendly[yes], near[nearVariable]	Let's see what we can find on nameVariable. Ok, so nameVariable is a restaurant, it serves French cuisine with a price range of £20-25, it's near nearVariable in the riverside area, and it's family friendly, alright?		
seq_features_guide_model1_014	seq2seq	features_guide_model1	AGREEABLE	name[nameVariable], eatType[pub], food[fast_food], priceRange[moderate], customerRating[decent], area[_area_variable_], familyFriendly[no], near[nearVariable]	let 's see what we can find on namevariable . oh it is a pub with a decent rating , also it is a fast food restaurant near nearvariable and moderately priced in _area_variable_ , and it is n't somewhat rather family friendly , you see ?		
llm_exp9_012	llm	exp9	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[no], near[nearVariable]	Oh God I don't know. nameVariable is a Japanese place in city centre with a moderate price, also it's a pub, and darn it isn't kid friendly, I mean, it's near nearVariable too!		
llm_exp4_007	llm	exp4	DISAGREEABLE	name[nameVariable], eatType[pub], food[fast food], priceRange[high], customerRating[average], area[riverside], familyFriendly[yes], near[nearVariable]	nameVariable is a pub and it serves fast food, unfortunately with an average rating. It's expensive, obviously. It's in riverside near nearVariable. nameVariable is family friendly. 		
llm_exp3_011	llm	exp3	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[fast food], area[city centre], familyFriendly[no], near[nearVariable]	Oh gosh I don't know. nameVariable is a fast food place in city centre, kind of near nearVariable, it's not family friendly and yeah, it's basically a restaurant.		
seq_features_token_model7_014	seq2seq	features_token_model7	EXTRAVERT	name[nameVariable], eatType[pub], food[Indian], priceRange[moderate], area[_area_variable_], familyFriendly[no], near[nearVariable]	namevariable is an indian place and moderately priced in _area_variable_ , it is a pub and it is n't kid friendly , also it 's near nearvariable , you know friend !		
seq_features_guide_model1_015	seq2seq	features_guide_model1	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[Chinese], priceRange[high], area[_area_variable_], familyFriendly[no], near[nearVariable]	oh god yeah , i do n't know . namevariable is a chinese place in _area_variable_ and expensive near nearvariable , also it is n't kid friendly , and it 's a pub !		
llm_exp6_007	llm	exp6	EXTRAVERT	name[nameVariable], eatType[pub], food[Italian], area[riverside], familyFriendly[no], near[nearVariable]	nameVariable is an Italian pub near nearVariable buddy, and it's by the riverside, you know, it's just not family friendly!		
seq_features_token_model7_015	seq2seq	features_token_model7	DISAGREEABLE	name[nameVariable], eatType[pub], food[fast_food], priceRange[cheap], customerRating[average], area[_area_variable_], familyFriendly[no], near[nearVariable]	namevariable is a fast food place with an average rating . it is in _area_variable_ . it 's a pub . it is n't kid friendly and it is damn cheap near nearvariable .		
llm_exp4_008	llm	exp4	AGREEABLE	name[nameVariable], eatType[restaurant], food[Indian], priceRange[high], customerRating[average], area[riverside], familyFriendly[no], near[nearVariable]	Let's see, nameVariable... Ok, i see it's a rather high-priced Indian restaurant located in riverside near nearVariable with an average rating, also nameVariable isn't for the kids, alright?		
llm_exp7_004	llm	exp7	DISAGREEABLE	name[nameVariable], eatType[restaurant], food[Indian], priceRange[20-25], customerRating[high], area[city centre], familyFriendly[yes], near[nearVariable]	nameVariable is a restaurant in city centre and it is damn family friendly, also near nearVariable. oh God, it serves Indian food and has kind of a high rating. It's in the 20-25 price range. Everybody knows that. 		
seq_features_guide_model1_016	seq2seq	features_guide_model1	AGREEABLE	name[nameVariable], eatType[restaurant], food[Indian], priceRange[moderate], customerRating[mediocre], area[_area_variable_], familyFriendly[no], near[nearVariable]	let 's see what we can find on namevariable . yeah , it is n't somewhat family friendly with a mediocre rating , also it is an indian restaurant near nearvariable and moderately priced in _area_variable_ , also it is a restaurant , you know , you see ?		
seq_features_guide_model1_017	seq2seq	features_guide_model1	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[fast_food], priceRange[moderate], area[_area_variable_], familyFriendly[yes], near[nearVariable]	oh god yeah , i do n't know . namevariable is a fast food place in _area_variable_ , moderately priced near nearvariable and family friendly , also it is a restaurant , i mean .		
seq_features_guide_model1_018	seq2seq	features_guide_model1	CONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[fast_food], priceRange[moderate], area[_area_variable_], familyFriendly[no], near[nearVariable]	let 's see what we can find on namevariable . well , i see it is a fast food restaurant and near nearvariable moderately priced in _area_variable_ and it is n't kid friendly , also it 's a pub .		
llm_exp6_008	llm	exp6	UNCONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[yes], near[nearVariable]	Oh well, I think I'm not sure. nameVariable is a darn pub in the city centre serving Japanese food, also it's sort of family friendly and has a moderate price range, and it's kind of near nearVariable.		
seq_features_token_model7_016	seq2seq	features_token_model7	AGREEABLE	name[nameVariable], eatType[pub], food[Japanese], priceRange[cheap], area[_area_variable_], familyFriendly[yes], near[nearVariable]	let 's see what we can find on namevariable . right , it is a pub , also it is a japanese restaurant , and it is rather cheap in _area_variable_ , also it is somewhat kid friendly near nearvariable , okay ?		
llm_exp4_009	llm	exp4	AGREEABLE	name[nameVariable], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[nearVariable]	Did you say nameVariable? Right, oh it's an English restaurant in riverside near nearVariable, with a high price range, and it's quite family friendly, okay?		
llm_exp6_009	llm	exp6	EXTRAVERT	name[nameVariable], eatType[pub], food[Italian], priceRange[moderate], customerRating[decent], area[city centre], familyFriendly[no], near[nearVariable]	nameVariable is a pub, my friend, serving Italian food with a moderate price range and a decent rating, also it's right in the city centre area near nearVariable, and thanks for noting, it's not kid friendly!		
seq_features_guide_model1_019	seq2seq	features_guide_model1	CONSCIENTIOUSNESS	name[nameVariable], eatType[pub], food[Italian], priceRange[moderate], customerRating[mediocre], area[_area_variable_], familyFriendly[yes], near[nearVariable]	let 's see what we can find on namevariable . well , i see it is a pub with a mediocre rating , also it is an italian restaurant in _area_variable_ , moderately priced near nearvariable and kid friendly .		
llm_exp4_010	llm	exp4	AGREEABLE	name[nameVariable], eatType[pub], food[fast food], priceRange[cheap], customerRating[excellent], area[riverside], familyFriendly[yes], near[nearVariable]	Let's see what we can find on nameVariable. Right, well nameVariable is a pub with fast food in a cheap price range and it's near nearVariable in riverside. Also, nameVariable has a rather excellent rating and is family friendly, okay?		
llm_exp3_012	llm	exp3	CONSCIENTIOUSNESS	name[nameVariable], eatType[restaurant], food[Indian], priceRange[moderate], customerRating[decent], area[riverside], familyFriendly[no], near[nearVariable]	Let's see what information we can gather on nameVariable. I see it serves Indian cuisine with a moderate price range. It isn't family friendly and has a decent rating. It's near nearVariable, a restaurant somewhat in the riverside area.		
seq_token_supervision_model27_024	seq2seq	token_supervision_model27	AGREEABLE	name[nameVariable], eatType[restaurant], food[fast_food], priceRange[moderate], area[_area_variable_], familyFriendly[yes], near[nearVariable]	let 's see what we can find on namevariable . i see , it is a fast food restaurant in _area_variable_ , rather kid friendly and quite moderately priced near nearvariable , also it is a restaurant , alright ?		
llm_exp3_013	llm	exp3	EXTRAVERT	name[nameVariable], eatType[coffee shop], area[riverside]	nameVariable is a coffee shop, mate, and it's right there in the riverside area, you know!		
